Text,Label,Num_words,Length_class
"Russia -- pop. 146 million -- has fewer confirmed cases than Luxembourg, with just 253 people infected. Luxembourg -- pop. 628,000, according to the CIA World Factbook -- by Saturday had reported 670 coronavirus cases with eight deaths. HTTPURL",INFORMATIVE,39,1
"BMC denies reports that some of its employees at Shatabdi Hospital, Kandivali have been infected with #COVID19. All the employees have tested negative and are on duty: Brihanmumbai Municipal Corporation. (ANI) #Coronavirus",INFORMATIVE,32,1
"@USER on China &amp; the coronavirus: “Working closely.” “Very few cases reported in USA, but strongly on watch.” Haha. Right. Zero testing, zero “numbers” (numbers are actually people, but some do not understand this.)",UNINFORMATIVE,34,1
"Senate President Tito Sotto says he believes he was not exposed to ACT-CIS Party-list Rep. Eric Yap, who tested positive for COVID-19. @USER",INFORMATIVE,23,1
"Juventus confirmed on Saturday that a third player had tested positive for the coronavirus, while AC Milan legend Paolo Maldini and his son also contracted the virus. #SLInt HTTPURL",INFORMATIVE,29,1
"Over 50 NYPD Officers Have Tested Positive for Coronavirus - According to reports, over 50 police officers in New York City have tested positive for COVID-19 while the city is trying to push and enforce social distancing to limit the spread of... HTTPURL",INFORMATIVE,43,1
"India’s coronavirus lockdown leaves vast numbers stranded and hungry In one of the biggest migrations in India’s modern history, hundreds of thousands of migrant labourers have begun long journeys on foot to get home, having been rendered homeless and jobless by Prime Minist…",UNINFORMATIVE,43,1
"تكبيررررررررررررررررررررررررررررررررررررررررررررررررررررررررررررررر Couple in Villanueva de la Torre, who are both 88 years old and have been married for 65 years, overcome coronavirus infection and are discharged from hospital on the same day. Love wins .. 🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸",INFORMATIVE,36,1
"Uk covid-19 deaths up by 568 to 2,921 How many of these are true tho i wonder ..msm has been exposed repeatedly faking the numbers &amp; saying ppl have died due to this when they have died from completely seperate conditions... But regardless RIP to all who have died 💖",INFORMATIVE,50,2
"Three relatives of the suspect of carrying coronavirus in Sucre are in quarantine Meanwhile, the patient evolved favorably and no longer presents the symptoms. ""He is stable, he is much better, he no longer has the symptoms or signs,""HTTPURL",INFORMATIVE,39,1
"@USER Smoking and obesity kills 11,000 people a week (see NHS figures). To date 355 people in the U.K. have died of the coronavirus. I’m imagining similar figures elsewhere in the developed world . Get a sense of proportion please",INFORMATIVE,40,1
A group of seniors in Ahwatukee is proving no #coronavirus pandemic can come between love HTTPURL HTTPURL,UNINFORMATIVE,17,0
"Dearest Mr. President @USER 1,169 coronavirus deaths in the US in 24 hours (?) Covid19 pandemic is an international crime from China - not a nature disasster! Please use your authorities to protect your people and world against China! #ChinaHasToCompensateAll",INFORMATIVE,40,1
"Coronavirus: Ilhan Omar calls for lifting of sanctions on Iran amid outbreak With more than 11,000 reported cases, the Islamic Republic is one of the worst affected by Covid-19 outside of China HTTPURL HTTPURL",INFORMATIVE,34,1
"girlsmouth once again providing me with some great entertainment. on today’s posts, it’s panic buying because they think they’re going to be infected with the coronavirus but it’s okay because Karen will have wine🤪🤪 HTTPURL",UNINFORMATIVE,35,1
"In the fight to control COVID-19, scientific research is proving vitally important. For us, research has always been at the heart of what we do. Recently, our work helped to HALVE cases of MenW meningitis in the UK. Click here: HTTPURL to find out how.",UNINFORMATIVE,45,2
"Two main events yesterday may have eluded discerning minds. First, Covid 19 claimed its biggest fish yet in Nigeria. Secondly Cases jumped from 10-20 beginning of the week, doubled and hit a peak height of 50. It appears Nigerian Covid 19 cases may have slide into an over-drive",INFORMATIVE,48,2
"On the basic COVID-19 data: Newsom says 69 deaths in California over the past 24 hours. A reminder that ""we're not out of the woods, that we need to continue to be vigilant,"" Newsom says. (Note that kind of caution for CA context when we hear from Trump later today.)",INFORMATIVE,50,2
"Navajo Nation Reports More Coronavirus Cases Per Capita Than All But 2 U.S. States HTTPURL Prayers for the Navajo Nation. Get them all the water, FOOd and Medical care &amp; Supplies they need! HELP PLEASE!",UNINFORMATIVE,35,1
"Finally some #GoodNews to share - my brother (a Dr) &amp; his two kids have recovered from #COVID19 🙏👏🧘 2 every1 with #CoronaWarriors in the family, stay strong. 2 every1 else stay indoors, stay safe #ThisTooShallPass #CoronaOutbreak #MondayMotivaton #SideEffectsOfQuarantineLife",INFORMATIVE,39,1
omg my aunt who lives with me have to do a check-up cuz she was in contact with a positive covid-19 person in a meeting one week ago i am lowkey scared,INFORMATIVE,32,1
"How Iran is cracking down on the truth on coronavirus | Arab News Dr. Majid Rafizadeh is an Iranian-American political scientist. He is a leading expert on Iran and US foreign policy, ... HTTPURL",UNINFORMATIVE,34,1
"@USER @USER The theory Annette it helps prevent people who are asymptomatically infected transmitting #COVID19 unknowingly,"" South Korea &amp; Hong Kong places shown to manage outbreaks successfully where face masks are used widely. Also reduces droplets surfaces. HTTPURL",UNINFORMATIVE,38,1
@USER 😳 But there isn't a Coronavirus vaccine! One may be available but within a year. I suspect it won't be from Cuba tho'. HTTPURL,UNINFORMATIVE,25,1
"Improvising after COVID-19 canceled their on-ground event, the grad students of @USER pulled off a joyous, uplifting feat on Friday night, hosting the poet @USER from their home in Minneapolis via @USER for the group’s first Online Literary Salon. 📸: @USER HTTPURL",UNINFORMATIVE,42,1
"The president had a more positive reaction to Fox News. While explaining he had watched the network’s coronavirus coverage aboard Air Force One en route from Nashville — where he had toured tornado damage earlier in the day — to Atlanta, Trump cut himself off.",UNINFORMATIVE,45,2
"@USER @USER @USER Trump: ""Most people recover very fast. People with mild symptoms are even going to work."" Holy *peep*!!! #COVID19 is CONTAGIOUS. C-O-N-T-A-G-I-O-U-S. Means: it is communicable, it can be transferred from one person to another. What part of that does this *peep* not understand?",UNINFORMATIVE,46,2
You may not need our help right now but take the time to screenshot or save these details in case there’s a time when you do. We’re here to help. HTTPURL #COVIDー19 #covid19plym #PlymouthTogether HTTPURL,UNINFORMATIVE,35,1
"Sikhs from Gurudwara in Queens, New York deliver 30,000 carefully packed vegetarian meals to the needy. The spirit of service that Sikhs have is unmatchable. 😊👏 #COVID19 #BeKind HTTPURL",UNINFORMATIVE,29,1
"2nd person dies of coronavirus in Lee County, Florida. Returned from international cruise ship that is now quarantined in San Francisco. She was in her 70s.",INFORMATIVE,26,1
"So, it took 48 hours, basically. 17,303 confirmed cases. 221 deaths. Lots of new tests pending results around the country. #coronavirus updates here via Johns Hopkins: HTTPURL",INFORMATIVE,27,1
Two nationals from #Netherlands and #Kuwait with #coronavirus like symptoms have been isolated at #Ruiahospital in #Tirupati on Friday night. Hospital Superintendent Dr #NVRamanaiah said they are only suspects and their condition is stable. HTTPURL,INFORMATIVE,35,1
BREAKING NEWS: The Senate passes Coronavirus Stimulus Bill by a vote of 96 to 0. the bill will now go to the House of Representatives for a likely Friday vote. Facebook LIVE courtesy of Tri-County Equipment.,UNINFORMATIVE,36,1
"@USER In position to Jill Stein our next election. Hunter is “But her emails” Russia is still Russia and the new voting machines are hackable. Zuckerberg supports Trump On the bright side, we may all die from COVID19 #BeAfraid",UNINFORMATIVE,39,1
@USER Totally transparent propaganda. 89% of people who die from #COVID19 in the UK will die unnecessarily. Because their deaths will be a direct result of Tory Government failings. #ExerciseCygnus #HerdImmunity #WhereAreTheVentilators #boristhebutcher,UNINFORMATIVE,33,1
German Chancellor Angela Merkel quarantined after she tested positive for the coronavirus. #COVID19 we should stay and home and social distance hope Kenyans learn and listen,INFORMATIVE,26,1
"#Breaking - Mainland #China reported 31 new #coronavirus cases, including two locally transmitted infections, the country’s National Health Commission. They also reported four new deaths as of Thursday, all in #Wuhan, the city where the outbreak began. HTTPURL HTTPURL",INFORMATIVE,39,1
"For the last couple days since the #COVID19 pandemic starts I have been wondering if in any case, God forbids: Nigeria went into lockdown. Does @USER have solid plans to feed the country untill we survive the pandemic? Unfortunately we leave in a country where there is chunk",UNINFORMATIVE,48,2
"COVID 19 is the invention of China, broke out in china and spread out all over the world from China. All countries shall charge China for this lapse and penalise and recover the money which is spent to control COVID 19 from China. The whole World shall boycott China. @USER",UNINFORMATIVE,50,2
"Update on the Cabinet minister who was awaiting coronavirus test results: Anne-Marie Trevelyan, International Development Secretary, has announced she tested negative but is self-isolating for 7 days as a precaution (and is now happy to be named)",INFORMATIVE,37,1
"@USER @USER @USER Between that &amp; my better half being a nurse who's been at home under self-quarantine because a patient they treated a few weeks back tested positive &amp; died from COVID-19, as well as me not driving (been a Lyft driver since the benign of the year) ...it's been a trying few weeks.",INFORMATIVE,55,2
"NEW in Saskatchewan: • 6 new presumptive COVID-19 cases. • 26 total confirmed or presumptive cases. • 3,093 tests performed so far in the province. #cdnpoli #skpoli #COVID19 #COVIDCanada",INFORMATIVE,29,1
"@USER @USER @USER @USER #COVID19 doesn't have a cure either. BUT both were spread by Fox and Trump; The difference is one kills you, the other is Fox &amp; GOP fairy tale covering for #TrumpLies HTTPURL",UNINFORMATIVE,36,1
"A woman in her 50's that recently traveled on a Grand Princess cruise ship becomes 6th case of #Coronavirus in Illinois. The woman is a special education assistant at Vaughn Occupational High school in Chicago, and classes have been canceled for next week. HTTPURL",INFORMATIVE,44,1
Our County Department of Health &amp; Office of Emergency Management announced 16 more positive COVID-19 cases in our County today! This brings Washington Twp. to 12 positive COVID19 cases. We need to do a better job staying home! HTTPURL,INFORMATIVE,39,1
"Quarantine book recommendation #5: Jonathan Franzen's Freedom. Literary meditation on freedom in its personal, familial, and political dimensions. @USER @USER #books #readinglist #readingforpleasure #coronavirus #COVID19 HTTPURL",UNINFORMATIVE,26,1
Florida Department of Health: 2 people have died of COVID-19 &amp; there are 2 new presumptive positive cases in #BrowardCounty. #Coronavirusflorida #Coronavirus,INFORMATIVE,22,1
#BREAKING : 2nd #MohallaClinic Doctor tests positive for #CoronaVirus in #Delhi. Patients who visited this clinic between March 12 and 20 have been asked to quarantine themselves. 1st case - Maujpur (26th March) 2nd case - Babarpur (31st March) #TNINewsUpdate #COVID19 HTTPURL,INFORMATIVE,42,1
"#SouthSudan confirms second case of Coronovirus infection: A 53 year old female working with UNMISS, it's second UN worker to be confirmed with Covid-19. SouthSudan govt had warned UN to cooperate after leaked UN staff report accused UNMISS of not observing Coronovirus measures. HTTPURL",INFORMATIVE,44,1
